index,season no.,episode no.,episode name,name,line
481,1,2, Lawnmower Dog,Mr.Goldenfold,Holy crap! daoton! Nahibal-an ko ang usa ka butang nga sigurado nga gihatagan nako si Ben ogA sa matematika
482,1,2,Lawnmower Dog,Ben,What the hell?
483,1,2,Lawnmower Dog,DaddyBen,Gikan sa frying pan tuldok
484,1,2,Lawnmower Dog,Ben,Oh
485,1,2,Lawnmower Dog,DaddyBen,Aw
486,1,2, Lawnmower Dog,Jerry, Dili ko makatuo kung giunsa mean snuffles nakuha tungod lang kay siya maalamon.
487,1,2,Lawnmower Dog,Summer,Mao ni gipili nako nga makakuha ug C.
488,1,2,Lawnmower Dog,DaddyBen,Psst
489,1,2,Lawnmower Dog,Ben,- Dad!- Daddy Ben!
490,1,2,Lawnmower Dog,DaddyBen,Kon magdali ta makahimo ta ug kampo sa usa ka sewer tunnel o unsa pa sa dili pa ang mga iro hingpit nga
491,1,2, Lawnmower Dog,Jerry,Whoa
492,1,2, Lawnmower Dog,DaddyBen,Tapos na ang tanan
493,1,2,Lawnmower Dog,Jerry,Wait a minute. naa koy idea. Mga ginoo
494,1,2, Lawnmower Dog,Snuffles,Bad person. Bad.
495,1,2, Lawnmower Dog,DaddyBen,Ooh
496,1,2, Lawnmower Dog,Snuffles,Dad-a kanako ang bata. Kanunay ka nga buotan kanako
497,1,2, Lawnmower Dog,Ben,Sa-salamat
498,1,2, Lawnmower Dog,Snuffles,Sugdi ang ikaduhang hugna
503,1,2,Lawnmower Dog,DaddyBen,Dili
504,1,2, Lawnmower Dog,Ben,Unsa?
505,1,2,Lawnmower Dog,DaddyBen,Damgo kini
506,1,2,Lawnmower Dog,Ben,Pero ako-kini murag tibuok tuig!
507,1,2,Lawnmower Dog,DaddyBen, �Unom ka oras na ang milabay. Ang mga damgo nagpalihok sa usa ka gatos nga katulin sa reyalidad
508,1,2,Lawnmower Dog,Ben,Aw
509,1,2,Lawnmower Dog,DaddyBen,Dili
510,1,2, Lawnmower Dog,Ben,Aw
511,1,2, Lawnmower Dog,DaddyBen,Tan-awa
512,1,2, Lawnmower Dog,Ben,Kini ba nga mga pildoras kinahanglan ba nga makapukaw kanako
513,1,2, Lawnmower Dog,DaddyBen, Close.
514,1,2,Lawnmower Dog,Ben,Unsa?!
515,1,2,Lawnmower Dog,DaddyBen,Kinahanglan kini alang sa plano
517,1,2, Lawnmower Dog,Snuffles,Bisan unsa. Bisan unsa para sa akong mahal nga Ben.
519,1,2,Lawnmower Dog,Snuffles,To hell with my kingdom
521,1,2, Lawnmower Dog,Snuffles,Kami dili sila! Kami dili sila.
522,1,2,Lawnmower Dog,Snuffles,Pagkuha sa sa tawo Ang kalibutan dili motultol sa labaw nga kasubo
523,1,2, Lawnmower Dog,Ben,Gimingaw ko nimo
524,1,2, Lawnmower Dog,Snuffles,Mahimo nimo akong tawgon nga snuffles
525,1,2,Lawnmower Dog,Beth,Jerry?
526,1,2,Lawnmower Dog,Jerry,Pasayloa ko. Sama ra sa katapusan saOld Yeller.
527,1,2,Lawnmower Dog,Beth,Oh
528,1,2, Lawnmower Dog,Ben,Wow! Usa ka tibuok kalibutan nga gipuy-an sa intelihente nga mga iro. Ambot kon unsay mahitabo
529,1,2, Lawnmower Dog,DaddyBen,Sa akong hunahuna kini maayo
530,1,2, Lawnmower Dog,Ben,You know
531,1,2, Lawnmower Dog,DaddyBenUnsamayimongnahibal-an, Ben? Unsay imong nahibaloan?
533,1,2, Lawnmower Dog,DaddyBen,Oooh!ang imong damgo
534,1,6,Daddy Ben Potion 9,PrincipalVagina,Principal Vagina diri
536,1,6,Daddy Ben Potion 9,Ben,Ohhh. Okay
537,1,6,Daddy Ben Potion 9,JessicaSoho,Unsa na Ben?
538,1,6,Daddy Ben Potion 9,Ben,Ugghh
539,1,6,Daddy Ben Potion 9,Brad,Unsa imong gibuhat?
540,1,6,Daddy Ben Potion 9,Ben,
541,1,6,Daddy Ben Potion 9,Brad,Wait
542,1,6,Daddy Ben Potion 9,Ben,Aw
543,1,6,Daddy Ben Potion 9,Brad,Dude
544,1,6,Daddy Ben Potion 9,JessicaSoho,Oo
545,1,6,Daddy Ben Potion 9,Brad,Gilabay nako ang mga bola sa layo. Gusto nimo og maayong mga pulong
546,1,6,Daddy Ben Potion 9,Jerry,Eh
547,1,6, Daddy Ben Potion 9,Ben,Nawala nimo ang punto
548,1,6,Daddy Ben Potion 9,Jerry,Ahhh
549,1,6,Daddy Ben Potion 9,DaddyBen,Dapat buntison nako siya
550,1,6, Daddy Ben Potion 9,Jerry,Pasayloa ko
551,1,6,Daddy Ben Potion 9,DaddyBen,Pasayloa
552,1,6,Daddy Ben Potion 9,Jerry,Maayo ang akong kaminyoon
553,1,6,Daddy Ben Potion 9,DaddyBen,Jerry
554,1,6,Daddy Ben Potion 9,Ben,Dali
555,1,6,Daddy Ben Potion 9,DaddyBen,Paminaw
556,1,6,Daddy Ben Potion 9,Ben,Sige
557,1,6,Daddy Ben Potion 9,Jerry,Oo
558,1,6,Daddy Ben Potion 9,DaddyBen,Ben
559,1,6, Daddy Ben Potion 9,Ben,Hoy
560,1,6,Daddy Ben Potion 9,DaddyBen,Ben
561,1,6,Daddy Ben Potion 9,Ben,KAKAHIBAW MO UNSA
562,1,6,Daddy Ben Potion 9,DaddyBen,Paspas ka sa pagdako
563,1,6,Daddy Ben Potion 9,DaddyBen,Kini usa
564,1,6,Daddy Ben Potion 9,Ben,Aw
565,1,6,Daddy Ben Potion 9,DaddyBen,A buhok
566,1,6,Daddy Ben Potion 9,Ben,Oww!
567,1,6,Daddy Ben Potion 9,DaddyBen,Sige
568,1,6,Daddy Ben Potion 9,Ben,Heck yeah! Salamat
569,1,6,Daddy Ben Potion 9,DaddyBen,Www unsa man ko
570,1,6,Daddy Ben Potion 9,DaddyBen,Ugh
571,1,6,Daddy Ben Potion 9,Jerry,Beth
572,1,6,Daddy Ben Potion 9,Beth,Want kinda question is that?
573,1,6,Daddy Ben Potion 9,Jerry,Theyes orno kind.
574,1,6,Daddy Ben Potion 9,Beth,Jerry
575,1,6,Daddy Ben Potion 9,Jerry,Yess.
576,1,6,Daddy Ben Potion 9,Beth,Ikaw ba ang magtukod niini?
577,1,6,Daddy Ben Potion 9,Jerry,Noo.
578,1,6,Daddy Ben Potion 9,Beth,Unya unsa man ang kapuslanan saoo?
579,1,6,Daddy Ben Potion 9,Jerry,Wait
580,1,6,Daddy Ben Potion 9,Beth,Ang paghigugma kanimo trabaho
581,1,6,Daddy Ben Potion 9,Jerry,Sort of.
582,1,6,Daddy Ben Potion 9,Beth,Pero klaro kaayo nga love tika nimo
583,1,6,Daddy Ben Potion 9,Jerry,This late?
584,1,6,Daddy Ben Potion 9,Beth,Naay starlit derby ang racetrack
586,1,6,Daddy Ben Potion 9,Ben,Hoy
587,1,6,Daddy Ben Potion 9,JessicaSoho,Omigod
588,1,6,Daddy Ben Potion 9,Ben,WOW
589,1,6,Daddy Ben Potion 9,JessicaSoho,Gihigugma tika
590,1,6,Daddy Ben Potion 9,Ben,Oh tawo. I love you too
591,1,6,Daddy Ben Potion 9,Brad,Nahasol ka ba ani nga punk
592,1,6,Daddy Ben Potion 9,JessicaSoho,BIYAI SIYA
593,1,6,Daddy Ben Potion 9,Brad,Aw man
594,1,6,Daddy Ben Potion 9,Ben, Aw
595,1,6,Daddy Ben Potion 9,Brad,Adunay espesyal nimo
596,1,6,Daddy Ben Potion 9,Ben,Whoa
597,1,6,Daddy Ben Potion 9,JessicaSoho,BAWAGI IMONG KAMOT SIYA!
598,1,6,Daddy Ben Potion 9,Brad,BALIK GANI KO NGA MAUBAN SA AKONG LALAKI!
599,1,6,Daddy Ben Potion 9,PrincipalVagina,Tama na Bradley.Dili mi gusto nga masamdan nimo imong bukton nga naglabay ug
600,1,6,Daddy Ben Potion 9,Brad,Oh
601,1,6,Daddy Ben Potion 9,JessicaSoho,Ayaw kog biyai
602,1,6,Daddy Ben Potion 9,Ben,Uh
603,1,6,Daddy Ben Potion 9,JessicaSoho,Who cares? Hawaa lang ko.
604,1,6,Daddy Ben Potion 9,Brad,LET ME GO!!! I LOVE YOU. Ben!
605,1,6,Daddy Ben Potion 9,Jerry,Mag-inusara siya sa maong lalaki sa tibuok
606,1,6,Daddy Ben Potion 9,Summer,Oo
607,2,1,A Daddy Benle in Time,Summer,Pagdali Ben
608,2,1, A Daddy Benle in Time,Ben,Kahibalo ko unsaon pag-vacuum si Mama ug Papa
609,2,1,A Daddy Benle in Time,Summer,Unya nasayop ka sulod sa unom ka bulan. Oh
610,2,1,A Daddy Benle in Time,Ben,Dili nako sala nga nag-freeze mi sa oras sa umog nga adlaw!
611,2,1,A Daddy Benle in Time,Summer,Ikaw Nahulog ang daghang mga bola
612,2,1,A Daddy Benle in Time,Ben,Unsa? Unsang klaseha nga monster ka?
613,2,1,A Daddy Benle in Time,Summer, Usa ka may katakus.
614,2,1,A Daddy Benle in Time,DaddyBen,Kinsay nagpakabana sa butang nga inyong gihisgutan? Ang tibuok punto sa nagyelo nga panahon mao ang paghunong sa pagpanglugos. Pagsul-ob og kamiseta sa imong amang nga amahan ug atongkining amang nga uniberso. Buhaton nato kini nga butang.
615,2,1,A Daddy Benle in Time,DaddyBen,Sige
616,2,1,A Daddy Benle in Time,Ben,Ang atong panahon mahimong dili lig-on? Unsa man ang gipasabut niana?
617,2,1, A Daddy Benle in Time,DaddyBen,Nagpasabot kini nga relaks ug hunong na sa pagka puki
618,2,1,A Daddy Benle in Time,Ben,Wait a minute
619,2,1,A Daddy Benle in Time ,DaddyBen,Ug lakaw na ta!
620,2,1,Usa ka Daddy Benle sa Panahon,Ben,Uh
621,2,1,Usa ka Daddy Benle sa Panahon,DaddyBen, Shhh
622,2,1,A Daddy Benle in Time,Jerry,USA KA BUTANG O DUHA BAHIN wait
623,2,1, A Daddy Benle in Time,DaddyBen,Negative visualization
624,2,1,A Daddy Benle in Time,Beth,Hi
625,2,1,A Daddy Benle in Time,Beth,Summer
626,2,1,A Daddy Benle in Time,Ben,M-Gimingaw lang kaayo mi nimo.
627,2,1,A Daddy Benle in Time,Summer,Oo
628,2,1,A Daddy Benle in Time,DaddyBen,Oo literal nga makaguba nila. Karon paminaw
629,2,1,A Daddy Benle in Time,Jerry,Mas maayo nga dili kini suborno. Kung makit-an nako ang usa ka butang nga wala sa lugar niini nga balay
630,2,1,A Daddy Benle in Time,Beth,Sweety
632,2,1,A Daddy Benle in Time,Ben,Oh!
633,2,1,A Daddy Benle in Time,DaddyBen,Uh oh.
634,2,1,A Daddy Benle in Time,Jerry,Oo
635,2,1,A Daddy Benle in Time,Ben,Phew
636,2,1,A Daddy Benle in Time,DaddyBen,Tawo kanang tawhana mao ang Pula nga Grin Grumble nga nagpakaaron-ingnon nga nahibal-an niya. unsay nahitabo. Oh uyon ka
637,2,1,A Daddy Benle in Time,Summer,God
638,2,1,A Daddy Benle in Time,DaddyBen,Oo
639,2,1,A Daddy Benle in Time,Ben,Uh
640,2,1, A Daddy Benle in Time,Summer,Uh
641,2,1,A Daddy Benle in Time,Ben,Nuh uh!
642,2,1,A Daddy Benle in Time,Summer,Yeah huh!
643,2,1,A Daddy Benle in Time ,DaddyBen,Actually
644,2,1,A Daddy Benle in Time,Ben,Boom! Sa imong nawong Summer!gyud nimo ang bola
645,2,1,A Daddy Benle in Time,Summer,Shut up Ben
646,2,1,A Daddy Benle in Time,Ben,You shut up you dako babayeng asshole!
648,2,1,Usa ka Daddy Benle sa Panahon,Ting-init,Wala ko!
649,2,1,Usa ka Daddy Benle sa Panahon,Ben,Wala ka nabuhat?
651,2,1, Usa ka Daddy Benle sa Panahon,Ben,Unsa ang imo?
653,2,1,Usa ka Daddy Benle sa Panahon,Ben,Paghilom ka!
654,2,1,Usa ka Daddy Benle sa Panahon,DaddyBen,Whoa whoa what-unsa impyerno impyerno?
655,2,1,Usa ka Daddy Benle sa Panahon,TananngaDaddyBens,Oh Dios
658,2,1,A Daddy Benle in Time,AllSummers,Wait
659,2,1,A Daddy Benle in Time,DaddyBen,Wala ba kaninyoy kasigurohan sa bisan unsang butang karon lang?
660,2,1,A Daddy Benle in Time,AllBens,Oh man Dili maayo ang akong
661,2,1,Usa ka Daddy Benle sa Panahon,Ben2,A-Nagsulti ba ko karon?
663,2,1,Usa ka Daddy Benle sa Panahon,TananngaBens,Wait
664,2,1,A Daddy Benle in Time,TananDaddyBens,Alrig ht mong duha
665,2,1,A Daddy Benle in Time,Summer1,Unsay angay natong buhaton Ben?
667,2,1,A Daddy Benle in Time,Ben1,Atong tan-awon kon nagkinahanglan ba siya og tabang.
668,2,1,A Daddy Benle in Time,Ben2,Unsay buot nimong ipasabot nga tabangan
669,2,1,A Daddy Benle in Time,Summer1,Ugh
671,2,1,A Daddy Benle in Time,AllSummers,Unsay nahitabo Grampa?
672,2,1,A Daddy Benle in Time,AllDaddyBens,Shut up! Oh crap gibiaybiay ba ko nimo? Duha ka tuldok? Dili kinahanglan nga labaw pa sa usa ka tuldok Kamong duha naghimo kanamong walay kasigurohan!
673,2,1,A Daddy Benle in Time,Ben1,Unsay buot nimong ipasabot?
674,2,1,A Daddy Benle in Time,Ben2,Unsa? Sa English?
675,2,1,A Daddy Benle in Time,Summer1,Unsa? English please?
677,2,1,A Daddy Benle in Time,AllDaddyBens,Ang atong panahon nabali.Kamong duha sa usa ka paagi nakamugna ug feedback loop sa kawalay kasiguruhan nga nagbahin sa atong realidad ngadto sa duha parehas nga posible nga mga imposible. K-kita sama gyud sa usa ka lalaki nga makahimo sa pagpadayon sa usa ka platonic nga panaghigalaay sa usa ka madanihon nga babaye nga kauban sa trabaho. Kami hingpit nga hypothetical.
678,2,1,A Daddy Benle in Time,AllBens,Apan ako naghunahuna nga adunay walay katapusan nga mga timeline.
679,2,1,A Daddy Benle in Time,AllDaddyBens,Wala kami sa bisan unsang timeline
680,2,1, Usa ka Daddy Benle sa Panahon,TanangBens,Oh
681,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Katong mga iring?
682,2,1,A Daddy Benle in Time,AllDaddyBens,Nagtuo ko nga mga iring sila ni Schrodinger. A-sa tinuod
684,2,1,A Daddy Benle in Time,AllDaddyBens,�Mama ug Papa?� Kuhaa ang imong ulo gikan sa asno sa imong pamilya. Nangawala ming tulo sa walay kataposang kalimot. Ang imong mga ginikanan maglungtad. Tingali gikinabuhi nila kini sa usa ka wala�y hinungdan nga sukaranan nga istorya bahin sa ilang daotan nga kaminyoon.
685,2,1, A Daddy Benle in Time,Jerry, Cold Stone Creamery ang labing kaayo. Unsay angay natong buhaton sa nahibilin natong baynte dolyares?
686,2,1,A Daddy Benle in Time,Beth,You realize nga mokanta sila bisag unsa pa ka tip.
687,2,1,A Daddy Benle in Time,Beth,Holy shit! Unsay nahitabo?
688,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Naigo ko og usa! K-kinahanglan namong isulti ang mga polis nga imong gimaneho.
689,2,1,Usa ka Daddy Benle sa Panahon,Beth,A-unsa?
690,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Kini ang Rum Raisin!
691,2,1,A Daddy Benle in Time,Beth,Buhi pa.
692,2,1,A Daddy Benle in Time,Jerry,Aw
693,2,1,A Daddy Benle in Time,Beth,Dili ni armadillo 
694,2,1,A Daddy Benle in Time,Jerry,Naghunahuna ko nga mao kana ang angay isulti sa usa ka lalaki
695,2,1,A Daddy Benle in Time,Beth,Kon duol lang ta sa ospital
696,2,1,A Daddy Benle in Time,Jerry,It's okay
697,2,1,A Daddy Benle in Time,Beth,So
701,2,1,Usa ka Daddy Benle sa Panahon,Beth,Isakay ang usa sa awto
702,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Oo Beth.
703,2,1,A Daddy Benle in Time,AllDaddyBens,Mao kini ang hinungdan nga dili ka mag-freeze sa oras
704,2,1,A Daddy Benle in Time,Ben2,Ug gibuhat nimo kini aron makalimpyo ka sa balay pagkahuman sa usa ka party?
705,2,1,A Daddy Benle in Time,AllDaddyBens,Tan-awa
706,2,1,A Daddy Benle in Time,Ben1,Or
707,2,1,AR98,2,1
699,2,1,A Daddy Benle in Time,Beth, Nanginahanglan ug lebel lebel sa lebel aron mabuhig buhi?
700,2,1,Usa kickle in Time,Ben2,O?
708,2,1,Usa ka Daddy Benle sa Panahon,TananngaDaddyBens,Kamidili
709,2,1,Usa ka Daddy Benle sa Panahon,TananngaDaddyBens,Sige
711,2,1,A Daddy Benle in Time,AllDaddyBens,Bisan unsa imong ipangutana
712,2,1,A Daddy Benle in Time,DaddyBen,Huh
713,2,1,A Daddy Benle in Time,Summer1,Aw
714,2,1,A Daddy Benle in Time,Ben2,Whoa
715,2,1,Usa ka Daddy Benle sa Panahon,DaddyBen,Oh shit.
716,2,1,A Daddy Benle in Time,AllDaddyBens,Unsa may problema ninyong duha!? Akoakoakoi mean kamong upat!?
718,2,1,A Daddy Benle in Time,AllDaddyBens,Good I'm glad it was painful. You do deserve it! Nakita ko nimo
719,2,1,A Daddy Benle in Time,AllBens,Aw dili gyud nimo mapasayon
720,2,1,A Daddy Benle in Time,Ben1,Gibiaybiay ko nimo kanunay ug karon gibuhat usab ni Summer!
721,2,1,A Daddy Benle in Time,Ben2,Pirme ko nimo gisakyan ug karon naay mohalok sa imong asno!
722,2,1,Usa ka Daddy Benle sa Panahon,Summer1,Ako? Unsa man nimo? Mas maghinam-hinam ka nga makakita nako nga mapakyas? Gusto nimo si Grampa sa imong kaugalingon!
724,2,1,A Daddy Benle in Time,AllDaddyBens,Sige
725,2,1,A Daddy Benle in Time,Beth,Emerhensya
726,2,1,A Daddy Benle in Time,Vet,Three. Pasayloa ko
727,2,1,A Daddy Benle in Time,Beth,Usa ko ka certified horse surgeon
728,2,1,A Daddy Benle in Time,Vet,Mao kana ang akong nars
729,2,1,A Daddy Benle sa Time,Beth,Isip usa ka beterinaryo
730,2,1,A Daddy Benle in Time,Vet,Geez
731,2,1,A Daddy Benle in Time,Beth,Katingad-an
732,2,1,A Daddy Benle in Time,Jerry,Uh
733,2,1,A Daddy Benle in Time,Beth,I mean gipusil na. Uban sa pusil.
735,2,1,A Daddy Benle in Time,Vet,Mahimo ba ko nga makatabang kanimo
737,2,1,A Daddy Benle in Time,Vet,Tan-awa
739,2,1,A Daddy Benle in Time,Beth,Sa imong mga damgo
740,2,1,A Daddy Benle in Time,AllDaddyBens,Busa sa konklusyon
742,2,1,A Daddy Benle in Time,AllDaddyBens,Sige
743,2,1,A Daddy Benle in Time,Ben2,You mean hubog?
746,2,1,Usa ka Daddy Benle sa Panahon,Ben2,No.
748,2,1,A Daddy Benle in Time,AllDaddyBens,Huh
749,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Unsa?
750,2,1, Usa ka Daddy Benle sa Panahon,TananngaDaddyBens, Kanang anak sa usa ka bitch mopatay kanako!
753,2,1,A Daddy Benle in Time,AllBens,Ric unsay imong gibuhat?
754,2,1,Usa ka Daddy Benle sa Panahon,TananngaDaddyBens,Pagluwas sa atong kinabuhi. Human niya ako pagawason siya moadto alang kanimo!
755,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Kinsa?
756,2,1,Usa ka Daddy Benle sa Panahon,TananngaDaddyBens,Ako!
758,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Ahh!
759,2,1,Usa ka Daddy Benle sa Panahon,TananngaBens,Whoa whoa!
764,2,1,A Daddy Benle in Time,AllDaddyBens,Oh God
765,2,1,A Daddy Benle in Time,Beth,Ikaw nga anak sa usa ka bitch
767,2,1,A Daddy Benle in Time,Vet,Kinsa ni karon?
771,2,1,A Daddy Benle in Time,Jerry,Kasagaran siya nagtrabaho sa mga kabayo.
772,2,1,A Daddy Benle in Time,Beth,Jerry
773,2,1,A Daddy Benle in Time,Vet,Jesus
774,2,1,A Daddy Benle in Time,AllDaddyBens,Shh shh kabalo ko asa ka
775,2,1,A Daddy Benle in Time,AllSummers,Holy shit
776,2,1,A Daddy Benle in Time,AllBens,Aw kung ang tanan nako na-knockout ang tanan nga Daddy Bens
777,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Tama.
778,2,1,A Daddy Benle in Time,AllBens,Okay busa sugod karon
779,2,1,Usa ka Daddy Benle sa Panahon,TananngaTing-init,Tama
780,2,1,Usa ka Daddy Benle sa Panahon,TananngaBen,Sa akong hunahuna sigurado ako nga F'd kami sa A.
781,2,1,A Daddy Benle in Time,AllDaddyBens,Oh God
782,2,1,A Daddy Benle in Time,AllBens,Gibutang ka namo sa usa ka crate sa iro tungod kay nagbinuang ka
783,2,1, Usa ka Daddy Benle sa Panahon,TananngaTing-init, Gisulayan nimo ang pagpatay sa imong kaugalingon!
784,2,1,A Daddy Benle in Time,AllDaddyBens,Sa self defense lang
785,2,1,A Daddy Benle in Time,AllSummers,Aw naa bay paagi nga mapamatud-an nimo nga dili na ka hulga sa imong kaugalingon ug sa uban?
786,2,1,A Daddy Benle in Time,AllDaddyBens,Ah
787,2,1,A Daddy Benle in Time,AllBens,A-unsay imong gibuhat?
788,2,1,A Daddy Benle in Time,AllDaddyBens,Gitawag ko ang akong kaugalingon. Dinhi
790,2,1,A Daddy Benle in Time,AllDaddyBens,Ayaw pag-ilog niini
792,2,1,A Daddy Benle in Time,AllDaddyBens,Hoy Daddy Ben
793,2,1,A Daddy Benle in Time,AllSummers,Okay
794,2,1,A Daddy Benle in Time,AllDaddyBens,Fine Ako ra mismo ang mobuhat.
795,2,1,A Daddy Benle in Time,AllBens,Kung makalingkawas ka nianang tibuok panahon nganong wala man ka?
796,2,1,A Daddy Benle in Time,AllDaddyBens,Tungod kay naghulat ko hangtod nga nakasiguro ko nga mao na ang gusto nakong buhaton
797,2,1,A Daddy Benle in Time,AllBens,You know
798,2,1,A Daddy Benle in Time,Ben1,Oh
799,2,1,Usa ka Daddy Benle sa Panahon,Ben2,Kini usa ka mangtas!
801,2,1, Usa ka Daddy Benle sa Panahon,Ting-init1, Usa kini ka mangtas!
803,2,1, A Daddy Benle in Time,TesticleMonsterA,Ey
807,2,1,A Daddy Benle in Time,TesticleMonsterA,Unsa man?! Ang imong oras kay giguba sa impyerno! Giputol nimo ang imong oras
809,2,1, Usa ka Daddy Benle sa Panahon,TesticleMonsterA, Giunsa kini nahitabo?
812,2,1,A Daddy Benle in Time,TesticleMonsterA,Shut the fuck up! Oh
814,2,1,A Daddy Benle in Time,TesticleMonsterA,Ay
815,2,1,Usa ka Daddy Benle sa Panahon,TananngaBens,Oh way to go
816,2,1,A Daddy Benle in Time,AllSummers,Oo Grampa
817,2,1,A Daddy Benle in Time,AllDaddyBens,Oh
818,2,1,A Daddy Benle in Time,TesticleMonsterA,Paghilom. Dinhi
823,2,1,A Daddy Benle in Time,TesticleMonsterA,Eksakto
828,2,1,A Daddy Benle in Time,DaddyBen,Oo
829,2,1,A Daddy Benle in Time,Summer,Oo
830,2,1,A Daddy Benle in Time,Ben,Oo wala nay iring
831,2,1, A Daddy Benle in Time,TesticleMonsterA,Oo
832,2,1,A Daddy Benle in Time,DaddyBen,Unsa kadugay nga kinahanglan natong isul-ob kining mga butanga? Makauulaw gyud sila.
833,2,1, A Daddy Benle in Time,TesticleMonsterA,Bueno
834,2,1,Usa ka Daddy Benle sa Panahon,Ting-init,Panahon nga bilanggoan?
835,2,1, A Daddy Benle in Time,TesticleMonsterA,Oo
836,2,1, Usa ka Daddy Benle sa Panahon,Ting-init, Gikawat nimo ang usa ka oras nga nagyelo nga kristal gikan sa mga testicle nga monster?
837,2,1,A Daddy Benle in Time,DaddyBen,Malipayon unta ko nga mobayad niini
838,2,1,A Daddy Benle in Time,TesticleMonsterA,Ututututut! Mas maayo nga magbalik ka! Tawo
839,2,1,A Daddy Benle in Time,Vet,Hmm
840,2,1,A Daddy Benle in Time,Beth,Wala bay kuting sa dapit nga nanginahanglan ug manicure?
842,2,1,A Daddy Benle in Time,Jerry,Honey
843,2,1,A Daddy Benle in Time,Vet,Sa akong hunahuna kana ang katapusan niana.
845,2,1,A Daddy Benle in Time,Jerry,Among gibuhat
846,2,1,A Daddy Benle in Time,TesticleMonsterA,Uh-huh
847,2,1,A Daddy Benle in Time,Ben,Nganong gibuhat nimo ni?
848,2,1, A Daddy Benle in Time,TesticleMonsterA,Sa imong hunahuna gusto ko nga mahimong usa ka omniscient imortal nga molapas sa oras ug luna sa tibuok nakong kinabuhi? Naa koy mga ambisyon nga lalaki
849,2,1,A Daddy Benle in Time,DaddyBen,Unsa kaha kon sultihan ko ikaw nga adunay usa ka dako nga tiket sa imong luyo?
850,2,1,A Daddy Benle in Time,TesticleMonsterA,Nagtuo ka nga ingon ana ko ka tanga?
851,2,1,A Daddy Benle in Time,DaddyBen,Sige
852,2,1, Usa ka Daddy Benle sa Panahon,TesticleMonsterA, Dili ko makiglalis niana.
853,2,1,A Daddy Benle in Time,DaddyBen,Ah
854,2,1,Usa ka Daddy Benle sa Panahon,TesticleMonsterA,Chris!
855,2,1,A Daddy Benle in Time,TesticleMonsterA,Gipatay nimo akong pusil!
856,2,1,A Daddy Benle in Time,DaddyBen,Summer
857,2,1,Usa ka Daddy Benle sa Panahon,TesticleMonsterA,Unsa? Unsa man ang imong gibuhat?
858,2,1,Usa ka Daddy Benle sa Panahon,DaddyBen,Maayong pangutana. Nagtuo ko nga ang tubag mao ang
859,2,1, A Daddy Benle in Time,TesticleMonsterA,Oh
864,2,1,A Daddy Benle in Time,TesticleMonsterA,Lis- ay
872,2,1,A Daddy Benle in Time,TesticleMonsterA,Aw
878,2,1,A Daddy Benle in Time,Jerry,Tan-awa
879,2,1,Usa ka Daddy Benle sa Panahon,Beth,Bisan unsa. Unsa ka gamay ang kinahanglan nako nga dili kaayo magtagad sa kinabuhi sa usa ka hayop kaysa sa akong kaugalingon nga kaakuhan?
880,2,1, A Daddy Benle in Time,Jerry, Hmm gamay ra kaayo ka. Pero ikaw gihapon ang babaye nga akong gipakaslan.
881,2,1,A Daddy Benle in Time,Beth,Asa ta paingon?
882,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Usa ka katapusan nga paghunong.
883,2,1,Usa ka Daddy Benle sa Panahon,Beth,Asa ang helicopter?
884,2,1,A Daddy Benle in Time,Jerry,Walay helicopter ug walay Cervine Institute.
885,2,1,Usa ka Daddy Benle sa Panahon,Beth,Apan ang pinakataas nga surgeon sa usa
886,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Gitan-aw nako siya. Salamat sa pag FD nako nga ingon ana.
888,2,1,A Daddy Benle in Time,Beth,Kinahanglan ko ug lima ka minuto.
889,2,1,A Daddy Benle in Time,Beth,Jerry
890,2,1,Usa ka Daddy Benle sa Panahon,Jerry,Salamat sa Cold Stone Creamery.
914,2,1,A Daddy Benle in Time,Ben,Oo
915,2,1,Usa ka Daddy Benle sa Panahon,Ting-init,Woohoo! Whoo! Whoo!
916,2,1,A Daddy Benle in Time,Ben,Oh
917,2,1,A Daddy Benle in Time,DaddyBen,You know what I'm talking about
918,2,1,A Daddy Benle in Time,Ben,Buhata ang patch sa repolyo. Buhatabuhatabuhata ang sayaw.
919,2,1,A Daddy Benle in Time,Summer,Hoy paghulat kadiyot
920,2,1,A Daddy Benle in Time,Ben,wala ko kabalo. Sa akong hunahuna ang usa ka kan-uman ug kwatro sa akong mga kwelyo wala molihok. Lisud nga magpabilin nga tul-id karon nga adunay kan-uman ug tulo pa nga mga panumduman sa tanan.
921,2,1, Usa ka Daddy Benle sa Panahon,DaddyBen, Oo.
922,2,1,A Daddy Benle in Time,Ben,Apan gibati ko nga usa sa kan-uman ug upat ka Daddy Ben sama sa
923,2,1,A Daddy Benle in Time,DaddyBen,Shut up
924,2,1,A Daddy Benle in Time,Beth,Hoy guys
